,file,dl_height_midpoint,11l_to_11r,10l_to_10r,9l_to_9r,8l_to_8r,7l_to_7r,6l_to_6r,5l_to_5r,4l_to_4r,3l_to_3r,2l_to_2r,1l_to_1r,edge_4_r_to_edge_4_l,edge_3_r_to_edge_3_l,edge_2_r_to_edge_2_l,edge_1_r_to_edge_1_l
120,Basler_acA2500-14um__23891378__20221217_130409377_0140.tiff,467,130.0,200.0,253.0,298.5,341.0,378.5,407.5,430.0,446.5,458.0,464.5,51.0,93.5,151.0,173.0
121,Basler_acA2500-14um__23891378__20221217_130409377_0141.tiff,465,129.5,199.5,252.5,297.0,338.0,374.5,404.0,426.5,443.5,455.0,461.5,50.5,93.5,150.5,173.0
122,Basler_acA2500-14um__23891378__20221217_130409377_0142.tiff,462,129.0,199.5,251.5,295.5,335.0,371.0,400.5,423.5,440.5,452.0,459.0,50.5,93.0,150.0,172.5
123,Basler_acA2500-14um__23891378__20221217_130409377_0143.tiff,458,129.0,199.0,251.0,294.5,333.0,368.0,397.0,420.0,436.5,448.0,455.5,50.0,93.0,150.0,172.5
124,Basler_acA2500-14um__23891378__20221217_130409377_0144.tiff,455,129.0,198.5,250.5,293.5,331.0,364.5,393.0,416.0,433.5,445.0,451.5,49.5,93.0,150.0,172.5
125,Basler_acA2500-14um__23891378__20221217_130409377_0145.tiff,451,129.0,198.5,250.0,292.0,329.0,361.5,389.0,412.5,429.5,441.0,448.5,49.5,93.0,149.0,171.5
126,Basler_acA2500-14um__23891378__20221217_130409377_0146.tiff,447,128.5,197.5,249.5,291.5,327.0,358.0,385.5,408.0,425.5,437.0,444.5,49.0,92.0,149.0,171.0
127,Basler_acA2500-14um__23891378__20221217_130409377_0147.tiff,443,128.5,197.5,249.0,290.5,325.5,355.0,381.5,403.5,421.0,432.5,439.5,49.5,92.0,149.0,171.5
128,Basler_acA2500-14um__23891378__20221217_130409377_0148.tiff,438,128.0,197.5,248.5,289.5,324.0,353.0,378.0,399.5,416.0,428.0,434.5,49.0,92.0,149.0,171.0
129,Basler_acA2500-14um__23891378__20221217_130409377_0149.tiff,432,128.0,197.0,248.0,289.5,322.5,350.5,374.5,395.0,410.5,422.5,429.5,49.0,92.0,148.5,171.0
130,Basler_acA2500-14um__23891378__20221217_130409377_0150.tiff,428,127.5,197.0,247.5,288.5,321.0,348.5,371.5,391.0,406.5,418.0,425.0,48.5,91.0,148.5,170.5
131,Basler_acA2500-14um__23891378__20221217_130409377_0151.tiff,421,127.5,197.0,247.0,287.5,320.0,347.0,369.0,387.0,401.0,412.0,418.0,48.0,91.5,148.5,170.5
132,Basler_acA2500-14um__23891378__20221217_130409377_0152.tiff,413,127.5,196.5,247.0,287.5,319.0,345.0,366.5,383.5,396.0,405.5,411.5,48.0,91.0,147.5,170.0
133,Basler_acA2500-14um__23891378__20221217_130409377_0153.tiff,406,127.0,196.0,246.5,286.5,318.5,344.0,364.0,380.5,392.0,400.0,405.5,47.5,91.0,148.0,170.0
